"","subjectid","education","exposure","time","score","year","raw_score"
"2132",11446,"University degree","Educ, family and work","post",44,"2016",44
"2133",38955,"University degree","Work only","pre",21,"2016",21
"2134",38955,"University degree","Work only","post",43,"2016",43
"2135",37756,"Pre-tertiary qualification","No exposure","pre",17,"2016",17
"2136",37756,"Pre-tertiary qualification","No exposure","post",42,"2016",42
"2137",41804,"Honours & postgraduate","No exposure","pre",39,"2016",39
"2138",41804,"Honours & postgraduate","No exposure","post",48,"2016",48
"2139",27865,"Pre-tertiary qualification","Educ, family and work","pre",41,"2016",41
"2140",27865,"Pre-tertiary qualification","Educ, family and work","post",46,"2016",46
"2141",12276,"High school and below","Educ and work","pre",36,"2016",36
"2142",12276,"High school and below","Educ and work","post",48,"2016",48
"2143",38174,"University degree","Work only","pre",42,"2016",42
"2144",38174,"University degree","Work only","post",44,"2016",44
"2145",19194,"University degree","Work only","pre",44,"2016",44
"2146",19194,"University degree","Work only","post",49,"2016",49
"2147",18354,"University degree","Family only","pre",50,"2016",50
"2148",18354,"University degree","Family only","post",50,"2016",50
"2149",40405,"Pre-tertiary qualification","Work only","pre",22,"2016",22
"2150",40405,"Pre-tertiary qualification","Work only","post",41,"2016",41
"2151",41475,"University degree","Family and work","pre",29,"2016",29
"2152",41475,"University degree","Family and work","post",42,"2016",42
"2153",44457,"University degree","Educ, family and work","pre",47,"2016",47
"2154",44457,"University degree","Educ, family and work","post",43,"2016",43
"2155",4358,"Pre-tertiary qualification","Work only","pre",37,"2016",37
"2156",4358,"Pre-tertiary qualification","Work only","post",42,"2016",42
"2157",44076,"Pre-tertiary qualification","Work only","pre",34,"2016",34
"2158",44076,"Pre-tertiary qualification","Work only","post",46,"2016",46
"2159",19596,"High school and below","Family only","pre",39,"2016",39
"2160",19596,"High school and below","Family only","post",47,"2016",47
"2161",25641,"University degree","Family only","pre",7,"2016",7
"2162",25641,"University degree","Family only","post",44,"2016",44
"2163",8275,"High school and below","Family only","pre",48,"2016",48
"2164",8275,"High school and below","Family only","post",48,"2016",48
"2165",25355,"Honours & postgraduate","Family only","pre",31,"2016",31
"2166",25355,"Honours & postgraduate","Family only","post",45,"2016",45
"2167",2024,"University degree","Work only","pre",26,"2016",26
"2168",2024,"University degree","Work only","post",42,"2016",42
"2169",31455,"University degree","Educ, family and work","pre",48,"2016",48
"2170",31455,"University degree","Educ, family and work","post",50,"2016",50
"2171",17083,"Pre-tertiary qualification","Work only","pre",29,"2016",29
"2172",17083,"Pre-tertiary qualification","Work only","post",42,"2016",42
"2173",11516,"Pre-tertiary qualification","Educ and work","pre",32,"2016",32
"2174",11516,"Pre-tertiary qualification","Educ and work","post",37,"2016",37
"2175",36015,"University degree","Work only","pre",42,"2016",42
"2176",36015,"University degree","Work only","post",44,"2016",44
"2177",44575,"University degree","Family only","pre",18,"2016",18
"2178",44575,"University degree","Family only","post",34,"2016",34
"2179",37825,"High school and below","Family only","pre",30,"2016",30
"2180",37825,"High school and below","Family only","post",36,"2016",36
"2181",34046,"University degree","Work only","pre",26,"2016",26
"2182",34046,"University degree","Work only","post",44,"2016",44
"2183",15056,"Honours & postgraduate","Work only","pre",37,"2016",37
"2184",15056,"Honours & postgraduate","Work only","post",41,"2016",41
"2185",14356,"University degree","No exposure","pre",27,"2016",27
"2186",14356,"University degree","No exposure","post",46,"2016",46
"2187",40585,"Honours & postgraduate","Educ and work","pre",38,"2016",38
"2188",40585,"Honours & postgraduate","Educ and work","post",48,"2016",48
"2189",20727,"University degree","Family and work","pre",50,"2016",50
"2190",20727,"University degree","Family and work","post",50,"2016",50
"2191",8436,"High school and below","Work only","pre",36,"2016",36
"2192",8436,"High school and below","Work only","post",38,"2016",38
"2193",33635,"Honours & postgraduate","Family and work","pre",40,"2016",40
"2194",33635,"Honours & postgraduate","Family and work","post",43,"2016",43
"2195",35376,"Pre-tertiary qualification","Work only","pre",42,"2016",42
"2196",35376,"Pre-tertiary qualification","Work only","post",44,"2016",44
"2197",26515,"Honours & postgraduate","Work only","pre",18,"2016",18
"2198",26515,"Honours & postgraduate","Work only","post",46,"2016",46
"2199",29676,"Honours & postgraduate","No exposure","pre",37,"2016",37
"2200",29676,"Honours & postgraduate","No exposure","post",50,"2016",50
"2201",43754,"University degree","Family and work","pre",34,"2016",34
"2202",43754,"University degree","Family and work","post",44,"2016",44
"2203",34365,"University degree","Family only","pre",48,"2016",48
"2204",34365,"University degree","Family only","post",42,"2016",42
"2205",12734,"Honours & postgraduate","Work only","pre",46,"2016",46
"2206",12734,"Honours & postgraduate","Work only","post",45,"2016",45
"2207",16314,"High school and below","Educ and work","pre",46,"2016",46
"2208",16314,"High school and below","Educ and work","post",50,"2016",50
"2209",31815,"University degree","Educ and work","pre",33,"2016",33
"2210",31815,"University degree","Educ and work","post",46,"2016",46
"2211",8684,"High school and below","Family only","pre",26,"2016",26
"2212",8684,"High school and below","Family only","post",42,"2016",42
"2213",12625,"University degree","Work only","pre",31,"2016",31
"2214",12625,"University degree","Work only","post",36,"2016",36
"2215",19926,"University degree","Educ and work","pre",40,"2016",40
"2216",19926,"University degree","Educ and work","post",48,"2016",48
"2217",20885,"Pre-tertiary qualification","Educ, family and work","pre",39,"2016",39
"2218",20885,"Pre-tertiary qualification","Educ, family and work","post",46,"2016",46
"2219",12514,"Honours & postgraduate","Family only","pre",31,"2016",31
"2220",12514,"Honours & postgraduate","Family only","post",48,"2016",48
"2221",46475,"Honours & postgraduate","Work only","pre",40,"2016",40
"2222",46475,"Honours & postgraduate","Work only","post",44,"2016",44
"2223",11205,"University degree","No exposure","pre",26,"2016",26
"2224",11205,"University degree","No exposure","post",48,"2016",48
"2225",36754,"University degree","Family only","pre",20,"2016",20
"2226",36754,"University degree","Family only","post",49,"2016",49
"2227",26435,"Honours & postgraduate","Work only","pre",40,"2016",40
"2228",26435,"Honours & postgraduate","Work only","post",40,"2016",40
"2229",8006,"Honours & postgraduate","Family only","pre",32,"2016",32
"2230",8006,"Honours & postgraduate","Family only","post",45,"2016",45
"2231",17175,"University degree","Family and work","pre",46,"2016",46
"2232",17175,"University degree","Family and work","post",46,"2016",46
"2233",37806,"University degree","No exposure","pre",24,"2016",24
"2234",37806,"University degree","No exposure","post",42,"2016",42
"2235",48265,"Pre-tertiary qualification","Work only","pre",34,"2016",34
"2236",48265,"Pre-tertiary qualification","Work only","post",31,"2016",31
"2237",22996,"University degree","No exposure","pre",32,"2016",32
"2238",22996,"University degree","No exposure","post",44,"2016",44
"2239",16845,"Pre-tertiary qualification","Family and work","pre",2,"2016",2
"2240",16845,"Pre-tertiary qualification","Family and work","post",38,"2016",38
"2241",16447,"Honours & postgraduate","Family and work","pre",13,"2016",13
"2242",16447,"Honours & postgraduate","Family and work","post",46,"2016",46
"2243",4335,"University degree","Family and work","pre",40,"2016",40
"2244",4335,"University degree","Family and work","post",50,"2016",50
"2245",47395,"University degree","Work only","pre",48,"2016",48
"2246",47395,"University degree","Work only","post",48,"2016",48
"2247",29435,"Pre-tertiary qualification","Work only","pre",34,"2016",34
"2248",29435,"Pre-tertiary qualification","Work only","post",48,"2016",48
"2249",48506,"University degree","Educ and work","pre",28,"2016",28
"2250",48506,"University degree","Educ and work","post",38,"2016",38
"2251",7893,"Honours & postgraduate","Work only","pre",40,"2016",40
"2252",7893,"Honours & postgraduate","Work only","post",48,"2016",48
"2253",11655,"Pre-tertiary qualification","Work only","pre",42,"2016",42
